-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,11,11,11,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,34,34,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,30,31,31,31,31,31,31,32,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,11,11,11,12,-1,-1,29,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,31,31,31,31,31,31,32,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,8,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,11,12,-1,-1,19,-1,-1,19,-1,-1,10,11,11,11,11,11,11,11,11,11,12,-1,-1,-1,-1
-1,-1,-1,-1,10,11,11,11,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,17,17,17,18,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,10,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,20,21,21,21,22,-1,-1,19,-1,-1,-1,-1,-1,-1,28,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,20,21,21,21,22,-1,-1,29,-1,10,11,37,37,37,38,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,20,21,21,21,22,-1,-1,29,-1,20,21,21,21,21,21,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,20,21,21,21,22,-1,-1,29,-1,20,21,21,21,21,21,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,20,31,31,31,32,-1,-1,29,-1,20,21,21,21,21,21,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,20,21,21,21,21,21,21,22,-1,-1,20,21,21,21,22,-1,-1,29,-1,20,21,21,21,21,21,22,-1,-1,29,-1,-1,29,-1,-1,20,21,21,21,21,21,21,21,21,21,22,-1,-1,-1,-1
-1,-1,-1,-1,30,31,31,31,31,31,31,32,-1,-1,30,31,31,31,32,-1,-1,39,-1,30,31,31,31,31,31,32,-1,-1,39,-1,-1,39,-1,-1,30,31,31,31,31,31,31,31,31,31,32,-1,-1,-1,-1
